matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	cartevp	sexer	cartevpr	nbjdebit
1954221	31	2	Shom	22	Fcel	46	Psan	D	0	0	2	4	0	0	0	0	0	1	2095	4	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	2146	0	Cnon	0	0	0
1954469	17	1	Shom	32	Fcel	43	Pcad	A	0	0	0	13	139827	0	0	0	0	1	35957	13	15	36	0	0	0	0	1	139827	0	0	1	139827	0	0	0	0	0	0	20	1	0	177681	0	Cnon	0	0	0
1954567	31	1	Shom	53	Fmar	97	Pcad	B	0	0	2	31	2128	3	46470	0	46470	1	8250	31	13	87	0	0	0	0	1	2128	1	2128	0	0	0	0	0	0	0	0	30	1	0	23099	0	Cnon	0	0	21
1960091	31	1	Shom	46	Fmar	202	Pcad	C	0	0	0	1	0	0	0	0	0	1	21881	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	53938	1204	Cnon	0	0	8
1960376	31	1	Shom	60	Fmar	201	Pcad	B	0	0	0	8	4262	0	0	0	0	1	7224	8	13	8	0	0	0	0	1	4262	0	0	1	4262	0	0	0	0	0	0	.	0	0	17150	0	Cnon	0	0	3
1961294	66	1	Sfem	60	Fdiv	186	Pcad	D	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	1	240	0	0	1	240	0	0	0	0	0	0	.	0	0	240	0	Cnon	1	0	0
1963254	31	2	Shom	21	Fcel	142	Psan	.	0	0	1	1	1149	0	0	0	0	0	0	0	0	0	0	0	2	329135	1	1149	0	0	1	1149	0	0	0	0	0	0	0	1	1	332117	329135	Cnon	0	0	0
1980169	31	1	Sfem	52	Fdiv	94	Pcad	B	0	0	0	19	10000	28	303289	0	0	1	5946	19	13	43	0	303289	0	0	1	10000	0	0	1	10000	0	0	0	0	0	0	18	1	0	21313	0	Cnon	1	0	0
2010271	31	4	Sfem	47	Fmar	325	Pemp	A	0	0	2	11	169675	4	8798	8798	0	1	3771	11	13	45	0	0	0	0	4	169675	2	103306	2	66369	0	0	0	0	0	0	19	1	0	172596	0	Cnon	1	0	0
2040354	31	4	Shom	22	Fcel	325	Psan	B	0	0	1	0	103	0	0	0	0	1	1539	0	20	3	0	0	0	0	2	103	1	0	1	103	0	0	0	0	0	0	0	1	0	314511	302946	Cnon	0	0	0
2041407	31	4	Shom	57	Fveu	185	Pemp	C	0	0	0	0	8431	0	0	0	0	1	853	0	93	0	0	0	0	0	1	8431	0	0	1	8431	0	0	0	0	0	0	.	0	0	9376	0	Cnon	0	0	3
2041990	75	4	Shom	24	Fcel	153	Psan	B	0	0	3	8	64950	0	0	0	0	1	17267	8	13	36	0	0	0	0	2	64950	0	0	2	64950	0	0	0	0	0	0	8	1	0	93117	0	Cnon	0	0	0
2042269	31	4	Shom	26	Fcel	135	Psan	.	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	136	0	0	1	136	0	0	0	0	0	0	.	0	0	136	0	Cnon	0	0	0
2042998	31	4	Shom	56	Fmar	91	Pcad	B	0	0	0	17	81996	0	0	0	0	1	3815	17	13	24	0	0	0	0	2	81996	1	55962	1	26034	0	0	0	0	0	0	6	1	0	87029	0	Cnon	0	0	0
2242627	31	3	Shom	50	Fmar	258	Pemp	D	0	0	0	1	0	0	0	0	0	1	1316	1	14	18	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1205	0	Cnon	0	0	0
2242789	31	3	Sfem	57	Fmar	255	Pouv	.	0	0	0	10	0	0	0	0	0	1	2921	10	14	25	35500	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	12	1	0	8264	500	Cnon	1	0	17
2242856	31	3	Shom	64	Fmar	254	Pret	A	0	0	4	21	159185	0	0	0	0	1	6890	21	13	53	47500	0	1	41852	3	159185	0	0	2	112509	1	46676	0	0	0	0	.	0	0	275408	109421	Cnon	0	0	0
2243614	31	3	Shom	56	Fmar	254	Pcad	D	0	0	1	0	0	0	0	0	0	1	1050	0	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	250	250	Cnon	0	0	0
2244844	31	3	Sfem	40	Fcel	203	Pemp	B	0	0	1	38	23622	19	976560	0	0	1	11530	38	13	63	0	976560	1	33026	3	23622	2	12785	1	10837	0	0	0	0	0	0	41	1	0	80185	33026	Cnon	1	0	0
2245512	31	1	Sfem	57	Fdiv	189	Psan	.	0	0	1	3	0	0	0	0	0	1	1352	3	13	16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	282	0	Cnon	1	0	0
2245902	31	3	Shom	49	Fmar	268	Pemp	C	0	0	0	6	0	0	0	0	0	1	6171	6	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	2351	0	Cnon	0	0	0
2246052	31	1	Shom	38	Fmar	170	Pouv	D	0	-2	1	11	6755	20	38177	38177	0	1	5018	11	15	23	0	0	0	0	1	6755	0	0	1	6755	0	0	0	0	0	0	1	2	0	6755	0	Cnon	0	0	5
2246786	31	1	Shom	27	Fcel	147	Psan	A	0	0	0	4	222619	0	0	0	0	1	20633	4	13	27	20500	0	1	26051	3	222619	2	190790	1	31829	0	0	0	0	0	0	11	1	0	272554	28314	Cnon	0	0	0
2248243	31	1	Shom	36	Fmar	108	Pcad	C	0	0	1	19	100	0	12267	12267	0	1	-928	19	13	67	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	42	2	0	100	0	Cnon	0	0	52
2248292	31	3	Sfem	23	Fcel	94	Psan	.	0	0	1	0	13895	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13895	2	3320	1	10575	0	0	0	0	0	0	.	0	0	24473	0	Cnon	1	0	0
2343834	31	1	Shom	50	Fmar	183	Pcad	A	0	0	0	12	126467	0	0	0	0	1	4801	12	13	20	0	0	0	0	3	126467	0	0	2	39589	1	86878	0	0	0	0	3	1	0	133631	0	Cnon	0	0	0
2344514	31	1	Sfem	57	Fmar	333	Pouv	B	0	0	1	8	30986	0	0	0	0	1	34066	8	13	9	0	0	0	0	1	30986	0	0	1	30986	0	0	0	0	0	0	.	0	0	69116	0	Cnon	1	0	0
2344870	31	1	Sfem	49	Fdiv	151	Psan	A	0	0	3	9	159730	0	0	0	0	1	5446	6	13	30	0	0	2	57640	3	159730	1	104496	1	14289	1	40945	0	0	0	0	13	1	0	218098	58106	Cnon	1	0	0
2345955	31	2	Sfem	26	Fcel	113	Pemp	C	0	0	2	8	3242	10	16544	0	16544	1	1794	8	13	21	0	0	0	0	2	3242	1	0	1	3242	0	0	0	0	0	0	1	1	0	8369	0	Cnon	1	0	41
2347877	31	1	Sfem	65	Fmar	118	Pret	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	1	0	0
2348394	31	1	Sfem	50	Fmar	41	Pemp	.	0	0	0	0	28651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28651	1	28651	0	0	0	0	0	0	0	0	.	0	0	28651	0	Cnon	1	0	0
2442410	31	1	Shom	47	Fmar	261	Pouv	B	0	0	2	46	0	4	25574	0	24693	2	23547	46	14	33	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	17365	0	Cnon	0	0	32
2443106	31	1	Sfem	42	Fmar	245	Psan	A	0	0	2	17	82424	8	65599	4440	61159	1	-1678	13	13	57	0	0	0	0	3	82424	1	10143	1	32187	1	40094	0	0	0	0	6	1	0	90049	7625	Cnon	1	0	60
2443795	31	1	Shom	39	Fcel	229	Pouv	B	0	0	1	84	2855	30	222556	0	23624	1	50394	83	14	41	0	198932	0	0	3	2855	0	0	2	2338	1	517	0	0	0	0	24	1	0	69288	500	Cnon	0	0	42
2443829	31	2	Shom	42	Fcel	229	Pcad	D	0	0	1	0	6352	0	0	0	0	2	4859	0	15	14	0	0	0	0	1	6352	1	6352	0	0	0	0	0	0	0	0	.	0	0	13065	0	Cnon	0	0	0
2444407	31	1	Shom	43	Fmar	212	Pcad	A	0	0	1	16	119071	40	59942	0	12106	1	8465	16	13	63	53200	47836	1	199152	2	119071	2	119071	0	0	0	0	0	0	0	0	22	2	0	347292	207527	Cnon	0	0	0
2444470	31	1	Shom	37	Fcel	211	Pcad	C	0	0	2	11	0	0	0	0	0	1	2045	11	13	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1391	0	Cnon	0	0	29
2445019	31	1	Shom	48	Fmar	197	Pemp	B	0	0	0	12	0	0	0	0	0	1	2983	12	15	21	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5609	0	Cnon	0	0	0
2446098	31	1	Sfem	37	Fmar	169	Pemp	B	0	0	3	8	1423	0	0	0	0	1	9270	8	13	39	9332	0	0	0	1	1423	0	0	1	1423	0	0	0	0	0	0	11	1	0	6285	0	Cnon	1	0	0
2446184	82	1	Sfem	48	Fmar	240	Psan	.	0	0	0	10	3568	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3568	1	3568	0	0	0	0	0	0	0	0	.	0	0	3568	0	Cnon	1	0	0
2447030	81	1	Sfem	36	Fmar	145	Psan	D	0	0	2	5	132	0	1502	1502	0	1	-3	5	13	24	0	0	0	0	1	132	0	0	1	132	0	0	0	0	0	0	.	0	0	132	0	Cnon	1	0	55
2447555	31	1	Sfem	27	Fcel	129	Psan	B	0	0	0	8	22028	0	0	0	0	1	12124	8	13	30	0	0	0	0	1	22028	0	0	1	22028	0	0	0	0	0	0	13	1	0	32723	0	Cnon	1	0	0
2448110	31	1	Sfem	28	Fcel	117	Pemp	C	0	0	1	7	0	0	50	50	0	1	816	7	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	Cnon	1	0	38
2448710	31	1	Shom	42	Fmar	103	Pouv	C	0	0	0	27	0	0	24843	2486	22357	2	5991	27	13	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	1	0	0	Cnon	0	0	14
2448738	31	1	Shom	30	Fcel	103	Pemp	B	0	0	1	9	12042	0	0	0	0	1	19635	9	13	50	0	0	0	0	1	12042	0	0	1	12042	0	0	0	0	0	0	20	2	1	29564	0	Cnon	0	0	0
2450027	31	1	Shom	50	Fmar	253	Pouv	A	0	0	1	36	88021	4	107234	0	0	1	5093	28	13	79	0	107234	0	0	2	88021	1	35000	0	0	1	53021	0	0	0	0	8	1	0	99035	0	Cnon	0	0	20
2453076	31	1	Sfem	50	Fmar	175	Pcad	A	0	0	1	17	119291	0	0	0	0	1	5337	17	13	40	5100	0	0	0	3	119291	1	115522	2	3769	0	0	0	0	0	0	8	1	0	129390	0	Cnon	1	0	0
2453649	31	1	Shom	54	Fmar	216	Pcad	A	0	0	1	18	55631	0	0	0	0	1	7134	18	13	56	10000	0	0	0	2	55631	0	0	2	55631	0	0	0	0	0	0	23	2	1	68340	0	Cnon	0	0	6
2454557	31	2	Sfem	30	Fmar	137	Pemp	B	0	0	0	17	83450	0	0	0	0	1	9560	14	30	4	0	0	1	20789	2	83450	2	83450	0	0	0	0	0	0	0	0	0	2	2	110382	20789	Cnon	1	0	1
2454653	31	1	Sfem	52	Fdiv	133	Pcad	B	0	0	0	17	19630	0	0	0	0	1	3404	17	13	56	0	0	0	0	1	19630	0	0	1	19630	0	0	0	0	0	0	22	2	1	24978	0	Cnon	1	0	3
2455120	31	1	Shom	55	Fmar	116	Pouv	D	0	0	0	7	0	0	0	0	0	1	5440	7	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	5131	0	Cnon	0	0	1
2460165	31	1	Sfem	55	Fmar	136	Psan	.	0	0	0	0	62247	0	0	0	0	0	0	0	0	0	0	0	1	49015	1	62247	1	62247	0	0	0	0	0	0	0	0	.	0	0	111262	49015	Cnon	1	0	0
2460432	31	1	Shom	26	F.	87	Psan	D	0	0	2	3	11017	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11017	0	0	1	11017	0	0	0	0	0	0	0	1	1	11017	0	Cnon	0	0	0
2460672	31	1	Shom	53	Fmar	84	Pemp	C	0	0	2	10	0	0	397	397	0	1	2926	10	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	Cnon	0	0	7
2461145	31	1	Shom	51	Fmar	76	Pcad	C	0	0	3	23	0	0	0	0	0	1	8462	23	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2909	0	Cnon	0	0	3
2462483	31	1	Sfem	27	F.	57	Psan	C	0	0	1	9	7171	14	9191	9191	0	1	2614	8	13	22	0	0	0	0	3	7171	2	5915	1	1256	0	0	0	0	0	0	0	1	1	7312	0	Cnon	1	0	1
2463043	31	1	Sfem	37	Fcel	48	Pemp	D	0	0	0	1	0	0	0	0	0	1	878	1	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1168	0	Cnon	1	0	0
2540275	31	1	Shom	49	F.	310	Pcad	A	0	0	2	22	99880	5	29524	0	29524	1	9614	22	14	45	0	0	0	0	1	99880	1	99880	0	0	0	0	0	0	0	0	27	2	0	106994	500	Cnon	0	0	0
2540291	31	1	Shom	49	Fmar	310	Pouv	D	0	0	1	16	2104	13	42683	6195	24541	1	-4005	16	13	40	0	11947	2	80050	2	2104	1	2001	1	103	0	0	0	0	0	0	0	1	1	82354	80250	Cnon	0	0	68
2540740	9	1	Sfem	64	Fmar	325	Pemp	B	0	0	1	20	43078	0	0	0	0	1	7973	20	13	37	0	0	0	0	3	43078	1	16267	2	26811	0	0	0	0	0	0	0	1	0	51175	0	Cnon	1	0	0
2543530	31	1	Sfem	52	Fcel	240	Pemp	C	0	0	1	10	0	0	0	0	0	1	7461	10	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	11715	200	Cnon	1	0	0
2544306	31	1	Shom	58	Fmar	226	Pouv	C	0	0	0	3	0	0	0	0	0	1	2253	3	14	14	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	2019	0	Cnon	0	0	7
2544606	31	1	Shom	50	Fmar	220	Pcad	B	0	0	0	25	4665	0	0	0	0	1	7244	25	13	63	50390	0	0	0	1	4665	0	0	1	4665	0	0	0	0	0	0	24	1	0	16486	0	Cnon	0	0	5
2548357	31	1	Sfem	22	Fcel	181	Psan	.	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	1	285	0	0	1	285	0	0	0	0	0	0	.	0	0	285	0	Cnon	1	0	0
2548394	31	3	Sfem	45	Fdiv	213	Pemp	D	0	0	0	4	0	0	0	0	0	1	473	4	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	558	0	Cnon	1	0	33
2550181	31	1	Shom	52	Fmar	305	Pemp	A	0	0	1	30	49388	0	0	0	0	1	7124	30	13	57	0	0	2	225356	2	49388	1	16396	1	32992	0	0	0	0	0	0	19	1	0	284878	225356	Cnon	0	0	0
2550846	31	1	Shom	55	Fmar	206	Pemp	B	0	0	2	9	37322	0	0	0	0	1	3337	9	13	34	0	0	0	0	2	37322	0	0	2	37322	0	0	0	0	0	0	9	1	0	44535	200	Cnon	0	0	0
2552191	31	1	Shom	41	Fcel	166	Pouv	C	0	0	0	8	204	0	0	0	0	1	-1968	8	14	23	0	0	0	0	1	204	0	0	1	204	0	0	0	0	0	0	6	2	1	1109	0	Cnon	0	0	70
2553288	31	1	Shom	60	Fmar	123	Pemp	D	0	0	0	12	78288	22	59199	0	59199	1	5268	11	13	26	5400	0	0	0	2	78288	2	78288	0	0	0	0	0	0	0	0	.	0	0	82662	0	Cnon	0	0	0
2553811	31	1	Sfem	55	Fmar	146	Pcad	B	0	0	2	9	31726	0	0	0	0	1	14976	9	13	43	0	0	0	0	1	31726	0	0	1	31726	0	0	0	0	0	0	26	1	0	38529	0	Cnon	1	0	0
2553965	31	1	Shom	42	Fmar	99	Pemp	A	0	0	3	9	61994	0	0	0	0	1	4742	7	14	16	0	0	1	77893	2	61994	1	36287	1	25707	0	0	0	0	0	0	.	0	0	142635	77893	Cnon	0	0	0
2555010	31	1	Sfem	47	Fdiv	211	Pouv	C	0	0	0	7	0	0	0	0	0	1	2814	7	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5959	300	Cnon	1	0	13
2557926	92	1	Sfem	31	Fcel	143	Pemp	B	0	0	1	20	44289	6	32886	0	32886	1	6971	20	13	40	0	0	0	0	3	44289	2	36481	1	7808	0	0	0	0	0	0	12	1	0	51660	0	Cnon	1	0	0
2557961	31	1	Sfem	31	Fcel	142	Pemp	B	0	0	0	9	63516	0	0	0	0	1	4927	9	15	30	0	0	0	0	2	63516	2	63516	0	0	0	0	0	0	0	0	13	1	0	67263	0	Cnon	1	0	16
2558305	31	1	Sfem	48	Fmar	278	Pemp	.	0	0	0	0	31353	0	0	0	0	0	0	0	0	0	0	0	1	34063	1	31353	0	0	1	31353	0	0	0	0	0	0	.	0	0	65416	34063	Cnon	1	0	0
2558744	31	1	Shom	44	Fdiv	124	Pemp	B	0	0	3	14	26746	0	0	0	0	1	7117	14	13	35	0	0	0	0	1	26746	0	0	1	26746	0	0	0	0	0	0	13	1	0	33413	500	Cnon	0	0	1
2559045	31	2	Shom	29	Fcel	119	Pouv	D	0	0	1	6	3007	6	8413	8413	0	1	2222	6	16	23	0	0	0	0	1	3007	1	3007	0	0	0	0	0	0	0	0	10	1	0	4683	0	Cnon	0	0	0
2560240	31	1	Shom	32	Fcel	92	Pouv	.	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	110	0	0	1	110	0	0	0	0	0	0	.	0	0	110	0	Cnon	0	0	0
2560564	31	1	Sfem	36	Fmar	88	Pemp	D	0	0	1	4	0	0	2152	2152	0	1	-2817	4	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	Cnon	1	0	90
2560770	31	1	Sfem	43	Fcel	86	Psan	A	0	0	0	3	111627	0	0	0	0	1	5134	3	30	4	0	0	0	0	4	111627	1	48293	3	63334	0	0	0	0	0	0	.	0	0	114375	0	Cnon	1	0	0
2562152	31	1	Sfem	28	Fmar	72	Psan	B	0	0	2	2	48240	0	0	0	0	1	1816	2	13	16	0	0	0	0	2	48240	0	0	2	48240	0	0	0	0	0	0	5	1	0	70232	0	Cnon	1	0	0
2563273	31	1	Shom	44	Fdiv	87	Psan	B	0	0	4	12	62522	9	91650	0	91650	2	13746	13	13	45	0	0	0	0	2	62522	0	0	2	62522	0	0	0	0	0	0	.	0	0	77738	0	Cnon	0	0	0
2563794	31	1	Shom	19	Fcel	50	Psan	.	0	0	1	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	134	0	0	1	134	0	0	0	0	0	0	.	0	0	134	0	Cnon	0	0	0
2564356	31	1	Shom	26	Fcel	42	Pemp	D	0	0	0	0	0	0	0	0	0	1	-87	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Cnon	0	0	60
2642473	31	1	Sfem	54	Fdiv	218	Pemp	A	0	0	3	5	49048	0	0	0	0	1	2467	5	13	22	0	0	1	52635	1	49048	1	49048	0	0	0	0	0	0	0	0	.	0	0	109275	53135	Cnon	1	0	0
2642500	82	7	Sfem	42	Fdiv	216	Pcad	A	0	0	3	15	115116	9	51247	11310	39937	1	-1572	15	13	30	0	0	0	0	3	115116	2	114964	1	152	0	0	0	0	0	0	7	1	0	116484	500	Cnon	1	0	54
2643298	65	1	Sfem	42	Fcel	190	Pemp	D	0	0	2	7	5861	16	17637	0	17637	1	2638	7	13	32	35500	0	0	0	1	5861	0	0	1	5861	0	0	0	0	0	0	12	1	0	11536	200	Cnon	1	0	0
2643515	31	1	Shom	55	Fmar	185	Pcad	C	0	0	0	1	14036	0	0	0	0	1	993	0	152	0	0	0	0	0	1	14036	0	0	1	14036	0	0	0	0	0	0	.	0	0	29028	14000	Cnon	0	0	0
2645382	46	2	Sfem	64	Fmar	226	Pcad	.	0	0	0	0	33898	0	0	0	0	0	0	0	0	0	0	0	0	0	2	33898	1	2324	1	31574	0	0	0	0	0	0	.	0	0	33898	0	Cnon	1	0	0
2645517	31	1	Sfem	48	Fmar	166	Pemp	A	0	0	0	8	183	0	0	0	0	1	4088	8	14	27	0	0	0	0	2	183	1	0	1	183	0	0	0	0	0	0	0	1	0	8142	0	Cnon	1	0	0
2645939	31	2	Sfem	34	Fcel	129	Pemp	C	0	0	0	4	25	0	771	771	0	1	-329	4	13	13	12000	0	0	0	1	25	0	0	1	25	0	0	0	0	0	0	.	0	0	25	0	Cnon	1	0	45
2648109	31	3	Sfem	59	Fmar	236	Pemp	.	0	0	0	0	132347	0	0	0	0	0	0	0	0	0	0	0	0	0	1	132347	1	132347	0	0	0	0	0	0	0	0	.	0	0	132347	0	Cnon	1	0	0
2649530	31	2	Sfem	50	Fdiv	55	Pemp	A	0	0	1	17	127248	0	0	0	0	1	4180	17	13	28	0	0	0	0	2	127248	1	89277	1	37971	0	0	0	0	0	0	10	1	0	132486	0	Cnon	1	0	0
2649790	31	3	Sfem	25	F.	51	Psan	.	0	0	0	0	0	0	0	0	0	1	406	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	Cnon	1	0	5
2650129	31	1	Shom	24	F.	46	Pouv	B	0	0	0	6	64562	0	0	0	0	1	3678	6	13	25	0	0	0	0	3	64562	2	33931	1	30631	0	0	0	0	0	0	8	1	0	79982	0	Cnon	0	0	0
2740383	65	1	Sfem	56	Fcel	295	Pemp	C	0	0	0	3	45081	0	0	0	0	1	3231	3	14	34	39000	0	0	0	2	45081	0	0	2	45081	0	0	0	0	0	0	13	1	0	46714	0	Cnon	1	0	0
2740443	65	1	Shom	60	Fmar	292	Pret	A	0	0	1	35	81286	0	0	0	0	1	7536	22	13	33	39942	0	3	291950	3	81286	1	10067	1	40000	1	31219	0	0	0	0	0	1	0	408302	324276	Cnon	0	0	0
2740736	65	2	Sfem	30	Fcel	280	Psan	.	0	0	0	5	0	0	0	0	0	1	10935	5	14	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	1	0	9168	200	Cnon	1	0	0
2741219	65	1	Shom	40	Fmar	262	Pcad	D	0	0	7	44	160354	6	358063	0	0	3	4669	33	13	81	58900	358063	1	8125	3	160354	1	129973	2	30381	0	0	0	0	0	0	9	3	0	185650	8747	Cnon	0	0	36
2742152	65	2	Sfem	53	Fdiv	205	Pemp	B	0	0	0	3	12482	0	0	0	0	1	2729	3	16	7	0	0	1	14006	3	12482	0	0	3	12482	0	0	0	0	0	0	0	1	0	28622	14680	Cnon	1	0	5
2743596	65	1	Sfem	42	Fmar	167	Pemp	A	0	0	1	16	144648	0	0	0	0	2	6595	14	13	24	0	0	1	70917	2	144648	1	114648	1	30000	0	0	0	0	0	0	12	1	0	226767	73066	Cnon	1	0	0
2743867	31	3	Sfem	28	Fcel	116	Psan	B	0	0	0	7	89248	0	0	0	0	2	6263	7	13	15	0	0	0	0	4	89248	1	28983	3	60265	0	0	0	0	0	0	1	1	0	99665	0	Cnon	1	0	0
2744005	65	1	Sfem	35	Fcel	198	Psan	C	0	0	2	3	2116	45	5216	0	5216	1	1344	3	13	5	0	0	0	0	1	2116	1	2116	0	0	0	0	0	0	0	0	0	1	1	5901	0	Cnon	1	0	0
2744349	65	1	Shom	25	Fcel	87	Pouv	C	0	0	1	5	34911	0	0	0	0	1	39711	5	16	6	0	0	0	0	2	34911	0	0	2	34911	0	0	0	0	0	0	1	1	0	88765	0	Cnon	0	0	0
2840122	31	1	Shom	54	Fmar	311	Pcad	A	0	0	0	111	353070	0	0	0	0	1	126278	61	13	57	41500	0	2	113357	3	353070	2	321879	1	31191	0	0	0	0	0	0	18	2	0	515532	136090	Cnon	0	0	0
2841077	31	1	Shom	42	Fmar	280	Pcad	B	0	0	1	11	0	10	3855	0	0	1	7012	11	14	29	26000	3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8075	500	Cnon	0	0	0
2842638	31	1	Shom	50	Fmar	247	Pcad	D	0	0	1	11	34210	0	0	0	0	1	8858	11	13	79	70800	0	1	50508	2	34210	0	0	2	34210	0	0	0	0	0	0	32	2	1	99633	50608	Cnon	0	0	6
2844609	31	1	Shom	37	Fmar	205	Pcad	A	0	0	0	13	58461	16	128423	0	0	1	18926	13	13	43	20500	128423	0	0	2	58461	1	16199	1	42262	0	0	0	0	0	0	15	1	0	73489	1352	Cnon	0	0	0
2844646	31	1	Shom	52	Fmar	204	Pcad	A	0	0	1	16	14030	0	0	0	0	1	6429	15	14	46	0	0	0	0	1	14030	0	0	1	14030	0	0	0	0	0	0	19	1	0	26980	898	Cnon	0	0	0
2844973	31	1	Shom	38	Fmar	211	Pcad	.	0	0	1	15	0	2	10312	0	10312	2	15130	15	13	72	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	26	2	0	25106	200	Cnon	0	0	0
2845006	31	1	Sfem	58	Fmar	197	Pcad	B	0	0	2	32	92328	5	126742	0	126742	1	28136	31	13	85	0	0	0	0	1	92328	0	0	1	92328	0	0	0	0	0	0	42	1	0	116162	0	Cnon	1	0	30
2845989	31	1	Shom	59	Fmar	171	Pouv	A	0	0	3	44	314432	0	0	0	0	1	587	0	13	31	0	0	0	0	3	314432	1	198865	2	115567	0	0	0	0	0	0	.	0	0	407769	53343	Cnon	0	0	43
2846147	31	1	Shom	33	Fmar	168	Pemp	D	0	0	2	14	66458	6	18418	0	18418	1	5279	12	13	53	26000	0	0	0	3	66458	1	36041	2	30417	0	0	0	0	0	0	4	1	0	75044	0	Cnon	0	0	1
2846228	9	1	Shom	50	Fmar	268	Pemp	B	0	-2	0	30	41475	13	40850	6061	34789	1	16450	30	13	47	0	0	0	0	2	41475	2	41475	0	0	0	0	0	0	0	0	12	1	0	53052	2000	Cnon	0	0	0
2847751	31	1	Sfem	33	Fmar	248	Pemp	A	0	0	3	12	148039	0	0	0	0	1	4993	11	13	32	0	0	0	0	3	148039	2	148039	1	0	0	0	0	0	0	0	.	0	0	156307	0	Cnon	1	0	0
2847806	31	1	Shom	30	Fcel	130	Psan	C	0	0	1	12	10678	8	11153	428	10725	1	4643	12	14	56	55400	0	0	0	1	10678	1	10678	0	0	0	0	0	0	0	0	27	1	0	10678	0	Cnon	0	0	9
2847818	31	1	Sfem	51	Fsep	130	Pemp	B	0	0	0	27	13179	0	0	0	0	1	3368	27	13	41	20000	0	1	4461	1	13179	0	0	1	13179	0	0	0	0	0	0	5	1	0	19015	4461	Cnon	1	0	54
2848485	31	1	Sfem	43	Fdiv	117	Pcad	A	0	0	5	61	38256	8	244178	17881	50437	2	42430	60	13	68	0	175860	0	0	3	38256	2	38129	1	127	0	0	0	0	0	0	18	2	0	42268	0	Cnon	1	0	81
2849971	31	1	Shom	45	Fmar	86	Pcad	B	0	0	2	19	1003	0	0	0	0	1	15673	19	13	63	0	0	0	0	1	1003	0	0	1	1003	0	0	0	0	0	0	4	1	0	15832	0	Cnon	0	0	0
